portal_slug,research_date,camp_name,section,source_type,source_name,listing_url,checked_at,source_domain,reachable,http_status,final_url,page_title,registration_status,registration_evidence,location_verification,location_city,location_exact,location_source,location_evidence,location_city_from_blurb,location_region,location_final,location_confidence,fetch_error
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Best Friend Park Gym,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Bogan Park Community Recreation Center,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - George Pierce Park Community Recreation Center,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Lucky Shoals Park Community Recreation Center,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Pinckneyville Park Community Recreation Center,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Rhodes Jordan Park Community Recreation Center,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Gwinnett Adventure Day Camp - Shorty Howell Park Activity Building,Public Parks Camps (Pass 2),day,Gwinnett County Parks and Recreation,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,2026-02-20T04:13:25.386265+00:00,www.gwinnettcounty.com,true,200,https://www.gwinnettcounty.com/government/departments/parks-recreation/recreation/camps,Day Camps - Gwinnett County - Gwinnett,maybe_available,rtments Parks and Recreation Recreation Day Camps Day Camps Register for Camp Become a Camp Aide Day Camps in Gwinnett Gwinnett,exact,Drive Lawrenceville,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",page_address,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",,,"75 Langley Drive Lawrenceville, GA 30046 Directions Phone Number 770.822.8000 Top Services Pay W",high,
atlanta-families,2026-02-20,Camp Best Friends 2026 - Bessie Branham Recreation Center,Public Parks Camps (Pass 2),day,City of Atlanta / ActiveKids,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-bessie-branham-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-bessie-branham-rec-center-2026,,unknown,,none,,,none,,Atlanta,,Atlanta,low,HTTP 404
atlanta-families,2026-02-20,Camp Best Friends 2026 - C.T. Martin Natatorium and Recreation Center,Public Parks Camps (Pass 2),day,City of Atlanta / ActiveKids,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-c-t-martin-natatorium-and-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-c-t-martin-natatorium-and-rec-center-2026,,unknown,,none,,,none,,Atlanta,,Atlanta,low,HTTP 404
atlanta-families,2026-02-20,Camp Best Friends 2026 - Harper-Archer Recreation Center,Public Parks Camps (Pass 2),day,City of Atlanta / ActiveKids,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-harper-archer-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-harper-archer-rec-center-2026,,unknown,,none,,,none,,Atlanta,,Atlanta,low,HTTP 404
atlanta-families,2026-02-20,Camp Best Friends 2026 - Perkerson Recreation Center,Public Parks Camps (Pass 2),day,City of Atlanta / ActiveKids,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-perkerson-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-perkerson-rec-center-2026,,unknown,,none,,,none,,Atlanta,,Atlanta,low,HTTP 404
atlanta-families,2026-02-20,Camp Best Friends 2026 - Rosel Fann Recreation Center,Public Parks Camps (Pass 2),day,City of Atlanta / ActiveKids,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-rosel-fann-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/summer-camp/camp-best-friends-cbf-2026-for-ages-5-12-at-rosel-fann-rec-center-2026,,unknown,,none,,,none,,Atlanta,,Atlanta,low,HTTP 404
atlanta-families,2026-02-20,Camp Superstars 2026 - N.H. Scott Recreation Center,Public Parks Camps (Pass 2),day,DeKalb County / ActiveKids,https://www.activekids.com/atlanta-ga/camp/dekalb-county-georgia-campsuperstars-2026-at-n-h-scott-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/camp/dekalb-county-georgia-campsuperstars-2026-at-n-h-scott-rec-center-2026,,unknown,,none,,,none,,,Metro Atlanta,Metro Atlanta,region,HTTP 404
atlanta-families,2026-02-20,Camp Superstars 2026 - Tobie Grant Recreation Center,Public Parks Camps (Pass 2),day,DeKalb County / ActiveKids,https://www.activekids.com/atlanta-ga/camp/dekalb-county-georgia-campsuperstars-2026-at-tobie-grant-rec-center-2026,2026-02-20T04:13:25.386265+00:00,www.activekids.com,false,404,https://www.activekids.com/atlanta-ga/camp/dekalb-county-georgia-campsuperstars-2026-at-tobie-grant-rec-center-2026,,unknown,,none,,,none,,,Metro Atlanta,Metro Atlanta,region,HTTP 404
